错误: missing newline in C:\Users\V3-572G\Desktop\test1\pd.dat	[MsgId: MERR-13874]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6859 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6859 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6859 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6859 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/nav.pl?in=home”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/home.html”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/nav.pl?in=home”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/home.html”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/nav.pl?in=home”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/home.html”  	[MsgId: MMSG-26574]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6859 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6859 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6861 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/nav.pl?in=home”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/home.html”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/nav.pl?in=home”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/home.html”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/nav.pl?in=home”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/home.html”  	[MsgId: MMSG-26574]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6861 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6859 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.0788 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6862 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6862 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6862 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6859 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.5997 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.6007 浪费的时间: 0.0001)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 4。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.6017 浪费的时间: 0.0001)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 4。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.6036 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6862 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6862 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6862 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.8455 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 4。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.8505 浪费的时间: 0.0003)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.8514 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 4。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.8542 浪费的时间: 0.0006)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.8421 浪费的时间: 0.0004)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 4。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.8400 浪费的时间: 0.0001)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.8672 浪费的时间: 0.0005)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.6983 浪费的时间: 0.0026)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 4。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.8397 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 4。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6862 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6862 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6862 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 3.0820 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 3.0835 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 4。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 3.0747 浪费的时间: 0.0006)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
